mdb_source_id,data_type,entity_type,location.country_code,location.subdivision_name,location.municipality,provider,name,note,static_reference,urls.direct_download,urls.authentication_type,urls.authentication_info,urls.api_key_parameter_name,urls.latest,urls.license,location.bounding_box.minimum_latitude,location.bounding_box.maximum_latitude,location.bounding_box.minimum_longitude,location.bounding_box.maximum_longitude,location.bounding_box.extracted_on,status,features
1093,gtfs,,DE,Baden-Württemberg,,"Regional Bus Stuttgart GmbH RBS, FMO, Regiobus Stuttgart, Friedrich Müller Omnibusunternehmen",DB Bahn Regiobus Stuttgart,,,https://www.nvbw.de/fileadmin/user_upload/service/open_data/fahrplandaten_ohne_liniennetz/rbs.zip,,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/de-baden-wurttemberg-regional-bus-stuttgart-gmbh-rbs-gtfs-1093.zip?alt=media,,0,49.41701716,0,10.49697579,2022-03-17T23:45:54+00:00,,
1094,gtfs,,DE,Nordrhein-Westfalen,Aachen,"Rurtalbahn GmbH, ABELLIO Rail, VIAS GmbH, Aachener Straßenbahn und Energieversorgungs-AG, Rurtalbus GmbH, WestVerkehr GmbH, Staatsbahnen, National Express, ASEAG Netliner",,,,http://opendata.avv.de/current_GTFS/AVV_GTFS_mit_SPNV.zip,,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/de-nordrhein-westfalen-rurtalbahn-gmbh-gtfs-1094.zip?alt=media,,50.510054,51.678547,5.859465,8.016278,2022-03-17T23:47:07+00:00,,
1095,gtfs,,EE,,,"ABuss OÜ, Aktsiaselts Hansa Bussiliinid, Aktsiaselts MK Autobuss, Alukvik OÜ, Arilix OÜ, AS Lux Express Estonia, Asunduse osaühing, ATG Bussiliinid OÜ, Atko Bussiliinid AS, ATKO Liinid OÜ, ATKO Transport OÜ, Ekspress-Auto L Osaühing, Ekspressbussiliinid osaühing, Elmar Purga FIE, ELRON, Estonian Lines OÜ, GoBus AS, HANSABUSS AS, Kalle Bussid OÜ, MEELIS HEEK, MK Reis-X OÜ, NAJA OÜ, Osaühing Bristol Takso, OSAÜHING FREMANTI, osaühing Tulisilm, OV Ida-Bus OÜ, OÜ Baltic Shuttle, PRESTO osaühing, Radix Transport OÜ, Rannu Rukkilill E.S.T. OÜ, Saaremaa vald, SEBE Aktsiaselts, Sirel Reisid OÜ, Taisto Express OÜ, Tallinna Linnatranspordi AS, TS Laevad OÜ, Tõnu Tours OÜ, Valgis osaühing",Ühistranspordiregistri avaandmed,,,http://www.peatus.ee/gtfs/gtfs.zip,,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/ee-unknown-abuss-ou-gtfs-1095.zip?alt=media,https://www.mnt.ee/eng/public-transportation/public-transport-information-system,0.22061077,69.89999971,0.14836759,60.55378507,2022-03-17T23:54:38+00:00,,fares-v1
1096,gtfs,,FR,Pays de la Loire,,"Aleop Renfort LR 85, Aléop en Loire-Atlantique, Aléop en Maine-et-Loire, Aléop en Mayenne, Aléop en Sarthe, Aléop en Vendée, Aléop en Vendée et Loire-Atlantique, Aléop express Régionale, Aléop TER, projet Aléop en Loire-Atlantique, Yeu Continent",Aggregate of urban and interurban networks in the Pays de la Loire region,,,https://donnees.paysdelaloire.fr/data/pdl.zip,,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/fr-pays-de-la-loire-aleop-renfort-lr-85-gtfs-1096.zip?alt=media,https://data.paysdelaloire.fr/explore/dataset/234400034_lignes-regulieres-de-transports-regionaux-arrets/information/,8.417203,49.17635383,-4.48030601,2.32051403,2022-03-17T23:54:43+00:00,,
1097,gtfs,,IE,,,"John Paul Healy, Kyanitedale Ltd, Philip Farrell, Cummer Coaches Ltd, EastPoint, Galway Bus Ltd, Martin Leydon Coaches, John O'Donoghue & Sons, Gorey Bus Links, McGonagle Bus and Coach Hire, GoBus, Avalen Limited, Treacy Coaches, Barrys Coaches, Bus4u, Dunnes Coaches, K. Buggy Coaches Llimited, Donal Harrington, Joe Doherty Bus Hire, Matthew Whelan Mini Bus Hire, Michael Donegan, O'Donoghues, McConnon Travel, Kelly Travel, Hallahans Bus and Coach Hire, Foyle Coaches North West Busways Ltd, Westlink Coaches, Patrick Gallagher Travel, St.Kevin's Bus Service, Nash Minibus & Coach Hire, Sillan Tours, Island Ferries Teoranta, Andrew Wharton, Gleneagle Hotel (Killarney) Ltd, Keelings Retail UC, James Carolan, Flagline Coaches, Gap Of Dunloe Tours, Pat Naughton, Patrick Gallagher, Eugene Deffely, Flight Link Limited, Joe Moroney Coach Hire Ltd, Fair Isle",Single route operators,,,https://www.transportforireland.ie/transitData/google_transit_sro.zip,,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/ie-unknown-john-paul-healy-gtfs-1097.zip?alt=media,,51.65111556,55.29530308,-9.957660728,-5.934783,2022-03-17T23:54:49+00:00,,
1098,gtfs,,FI,Kanta-Häme,Hämeenlinna,"Tilausliikenne Ali-Vehmas Ay, Miodex Oy, Lehdon Liikenne Oy, Pekolan Liikenne Oy, Vekka Group Oy, Länsilinjat Oy, Valkeakosken Liikenne Oy, Bus Travel Oy Reissu Ruoti, Mikkolan Liikenne Oy, Taksipalvelu Mutta Oy",,,,https://tvv.fra1.digitaloceanspaces.com/203.zip,,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/fi-kanta-hame-tilausliikenne-ali-vehmas-ay-gtfs-1098.zip?alt=media,,60.734154,61.25751241,23.80891,25.66059151,2022-03-17T23:55:04+00:00,,
1099,gtfs,,MX,Distrito Federal,,"Corredores Concesionados, Metrobús, Sistema de Transporte Colectivo Metro, NOCHEBÚS Corredores concesionados, Red de Transporte de Pasajeros (RTP), RTP Regresa seguro a casa, Servicio de Transportes Eléctricos, Ferrocarriles Suburbanos",,,,https://s3.amazonaws.com/setravi/GTFS_SEMOVI_CDMX.zip,,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/mx-distrito-federal-corredores-concesionados-gtfs-1099.zip?alt=media,http://www7.df.gob.mx/wb/stv/condiciones_de_uso,19.13318768,19.66994819,-99.33576107,-98.95201206,2022-03-17T23:55:06+00:00,inactive,
1100,gtfs,,FR,,,"TUA TRANSDEV, Envibus, Keolis, STCAR",,,,https://nextcloud.agglo-casa.fr/nextcloud/index.php/s/F10PMtqPtFAoeqG/download,,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/fr-unknown-tua-transdev-gtfs-1100.zip?alt=media,,43.54654,43.761477,6.967963,7.147822,2022-03-17T23:55:19+00:00,,
1101,gtfs,,ES,Barcelona,,AMB - Barcelona Metropolitan Area,,,,https://navitia.opendatasoft.com/explore/dataset/es/files/d0d9c92d0a4d85b3b7502575544f19b1/download/,,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/es-barcelona-amb-gtfs-1101.zip?alt=media,,41.26251865,41.49123978,1.93088592,2.28936032,2022-03-17T23:55:26+00:00,inactive,
1102,gtfs,,FI,,,"Porvoon Museorautatie, Pieksämäen Höyryveturiyhdistys ry",Matkustajajunat,,,https://rata.digitraffic.fi/api/v1/trains/gtfs-passenger.zip,,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/fi-unknown-porvoon-museorautatie-gtfs-1102.zip?alt=media,,55.776115,67.348706,21.621824,37.655077,2022-03-17T23:55:32+00:00,,
1103,gtfs,,GB,,Greater Manchester,"Transport for Greater Manchester Arriva in the North West, Atlantic Travel, Bestway Travel, Belle Vue Coaches, Blackburn Private Hire, The Burnley Bus Company, Bullocks Coaches, Cumfy Bus, D&G Bus, Don Fraser Coaches Ltd, Finch Coaches, First Halifax, Calder Valley & Huddersfield, First in Greater Manchester, Little Gem, Go North West, Diamond Bus North West, Harris Travel, Hattons Transport, Hiltons Travel, High Peak, Huyton Travel, Holmeswood Coaches, Link Network, The Blackburn Bus Company, Maghull Coaches, Metrolink, Olympia Travel UK Ltd, Preston Bus, Nexus Move, Rosso, Tyrers, Stagecoach Merseyside and South Lancashire, Stagecoach in Greater Manchester, Selwyn's Travel, South Pennine C.T., Stotts, Travel Assist, Team Pennine, Viking Coaches, Vision Bus, Warrington's Own Buses",,,,https://odata.tfgm.com/opendata/downloads/TfGMgtfsnew.zip,,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/gb-unknown-transport-for-greater-manchester-arriva-in-the-north-west-gtfs-1103.zip?alt=media,,53.255187,53.83513134,-3.01179,-1.78228,2022-03-17T23:56:32+00:00,,
1104,gtfs,,RO,,,"CFR Călători, Astra Trans Carpatic, Calea Ferată din Moldova, Interregional Calatori, Regio Călători, Softrans, Transferoviar Calatori",,,,https://github.com/vasile/data.gov.ro-gtfs-exporter/archive/master.zip#data.gov.ro-gtfs-exporter-master/gtfs-out,,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/ro-unknown-cfr-calatori-gtfs-1104.zip?alt=media,,,,,,2022-03-17T23:56:35+00:00,,
1105,gtfs,,PH,,,"HM Transport Inc. and Robinsons Malls, Froehlich Tours,RRCG Transport, Lingkod Pinoy Bus Liner, Inc., MetroExpress, Tas Trans",,,,https://github.com/sakayph/p2p-gtfs/archive/master.zip#p2p-gtfs-master,,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/ph-unknown-hm-transport-inc-and-robinsons-malls-gtfs-1105.zip?alt=media,https://github.com/sakayph/p2p-gtfs/blob/master/README.md,,,,,2022-03-17T23:56:36+00:00,inactive,fares-v1
1106,gtfs,,PH,Pambansang Punong Rehiyon,Manila,"Manila Light Rail Transit Authority, LTFRB, Manila Metro Rail Transit Corporation, MARINA, Philippine National Railways, The Fort Bus",,,,https://github.com/sakayph/gtfs/archive/master.zip#gtfs-master,,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/ph-pambansang-punong-rehiyon-manila-light-rail-transit-authority-gtfs-1106.zip?alt=media,,,,,,2022-03-17T23:56:37+00:00,inactive,
1107,gtfs,,ES,Bizkaia,Bilbao,Funicular de Artxanda,,,,https://transitfeeds.com/p/artxanda-funicular/657/latest/download,,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/es-bizkaia-funicular-de-artxanda-gtfs-1107.zip?alt=media,,43.26872488,43.27406769,-2.926001626,-2.920189166,2022-03-23T14:43:09+00:00,,
1108,gtfs,,LU,,,"Régime Général des Transports Routiers, Ville de Luxembourg - Service Autobus, Chemins de Fer Luxembourgeois, Syndicat des Tramways Intercommunaux dans le Canton d'Esch, Luxtram, Société Nationale des Chemins de Fer Luxembourgeois",,,,https://data.public.lu/en/datasets/r/10d05f8a-40a9-4bf2-bd8d-d7f783145b36,,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/lu-unknown-regime-general-des-transports-routiers-gtfs-1108.zip?alt=media,https://data.public.lu/en/datasets/horaires-et-arrets-des-transport-publics-gtfs/,48.94792306,50.69825606,5.562347627,6.990553595,2022-03-17T23:56:48+00:00,,
1109,gtfs,,US,New York,New York City,Roosevelt Island Operating Corporation Tramway (RIOC Tramway),,,,http://rapid.nationalrtap.org/GTFSFileManagement/UserUploadFiles/7707/gtfs.zip,,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-new-york-roosevelt-island-operating-corporation-tramway-rioc-tramway-gtfs-1109.zip?alt=media,https://github.com/laidig/rioc-gtfs/blob/master/README.md,40.753414,40.768884,-73.964219,-73.942912,2022-03-22T14:55:59+00:00,,
1110,gtfs,,US,North Carolina,Wilmington,Wave Transit,,,,https://www.wavetransit.com/gtransit/google_transit.zip,,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-north-carolina-wave-transit-gtfs-1110.zip?alt=media,,34.036147,34.326726,-78.057393,-77.820191,2022-03-22T14:56:00+00:00,inactive,
1111,gtfs,,CA,New Brunswick,Moncton,Codiac Transport,,,,https://www7.moncton.ca/opendata/google_transit.zip,,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/ca-new-brunswick-codiac-transport-gtfs-1111.zip?alt=media,https://catalogue-moncton.opendata.arcgis.com/datasets/transit-files-gtfs,46.04192427,46.165235,-64.89101379,-64.69765065,2022-03-22T14:56:02+00:00,,
1112,gtfs,,FR,Grand-Est,Nancy,Communauté urbaine du Grand Nancy ,,,,https://www.data.gouv.fr/fr/datasets/r/e7e78cd7-e186-4923-a272-9713fbc28b45,,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/fr-grand-est-communaute-urbaine-du-grand-nancy-gtfs-1112.zip?alt=media,,48.610365,48.731698,6.108618,6.273911,2022-03-22T14:56:07+00:00,,
1113,gtfs,,ES,Andalucía,,Empresa Malagueña de Transportes (EMT),,,,http://datosabiertos.malaga.eu/recursos/transporte/EMT/lineasYHorarios/google_transit_txt.zip,,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/es-andalucia-empresa-malaguena-de-transportes-emt-gtfs-1113.zip?alt=media,http://datosabiertos.malaga.eu/dataset/lineas-y-horarios-bus-google-transit,36.646365,36.780029,-4.576132,-4.335785,2022-03-22T14:56:16+00:00,,
1114,gtfs,,FI,,,"Finferries, Alandstrafiken, Rosita Oy, JS Ferryway Ltd Oy, Kuljetus-Savolainen Oy, Archipelago Lines Oy, Sundqvist Investments Oy Ab, Pörtö Line, Nordic Coast Line, Yksityinen, HSL, Vitharun, Espoon kaupunki, Suomen saaristokuljetus, Norsöline, JT-Line Oy, A&S Ravintolat, Merisataman lauttaliikenne, NJK Blekholmen, Ferra Oy, City Cruisers, Aava Lines Oy, Helsingin Risteilypalvelut/TMSJ Group Oy",,,,http://lautta.net/db/gtfs/gtfs.zip,,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/fi-unknown-finferries-gtfs-1114.zip?alt=media,,59.78651481,66.58026739,19.53643799,29.57122159,2022-03-22T14:56:18+00:00,,
1115,gtfs,,DE,Baden-Württemberg,Freiburg,"Freiburger Verkehrs AG (VAG), R.A.S.T. Reisen (RAST), Tuniberg Express, ",,,,https://www.vag-freiburg.de/fileadmin/gtfs/VAGFR.zip,,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/de-baden-wurttemberg-freiburger-verkehrs-ag-vag-gtfs-1115.zip?alt=media,https://www.vag-freiburg.de/service-infos/downloads/gtfs-daten,47.93522296,48.05710899,7.590180247,7.915478178,2022-03-22T14:56:29+00:00,,
1116,gtfs,,FR,Doubs,Besançon,Ginko,,,,https://api.ginko.voyage/gtfs-ginko.zip,,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/fr-doubs-ginko-gtfs-1116.zip?alt=media,,47.11750793,47.37153625,5.79134798,6.201003,2022-03-22T14:56:39+00:00,,
1117,gtfs,,FR,Grand-Est,Grand Nancy,Réseau STAN,,,,https://transitfeeds.com/p/grand-nancy/1068/latest/download,,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/fr-grand-est-reseau-stan-gtfs-1117.zip?alt=media,,48.610313,48.731663,6.107901,6.27393,2022-03-22T14:56:46+00:00,inactive,
1118,gtfs,,US,Georgia,Atlanta,Georgia Regional Transportation Authority (GRTA Xpress),,,,http://gamobility.info/GTFS/Google_Transit.zip,,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-georgia-georgia-regional-transportation-authority-grta-xpress-gtfs-1118.zip?alt=media,http://atlantaregional.com/File%20Library/Transportation/Transit/Developers-Agreement-for-Web.pdf,33.381316,34.181736,-84.773527,-83.907051,2022-03-22T14:56:52+00:00,,
1119,gtfs,,PT,Região Autónoma da Madeira,Funchal,"Horários do Funchal - Transportes Públicos, S.A","Interurbano, Urbano",,,http://www.horariosdofunchal.pt/google_transit.zip,,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/pt-regiao-autonoma-da-madeira-horarios-do-funchal-transportes-publicos-gtfs-1119.zip?alt=media,http://www.horariosdofunchal.pt/index.php?option=com_content&task=view&id=2022,32.63428857,32.83195587,-16.97552959,-16.76721573,2022-03-22T14:57:02+00:00,,
1120,gtfs,,RS,Nišavski okrug,Niš,"Niš-ekspres, Lasta a.d. Beograd, Strela-Obrenovac",,,,https://data.gov.rs/en/datasets/r/b8fdbafe-10af-4b1a-a647-5f50e1dd33fb,,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/rs-nisavski-okrug-nis-ekspres-gtfs-1120.zip?alt=media,,43.292787,43.3499466,21.7838066,22.005344,2022-03-22T14:57:06+00:00,,
1121,gtfs,,US,Tennessee,Knoxville,Knoxville Area Transit (KAT),,,,http://www.knoxvilletn.gov/UserFiles/Servers/Server_109478/File/KAT/gtfs-kat.zip,,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-tennessee-knoxville-area-transit-kat-gtfs-1121.zip?alt=media,http://www.knoxvilletn.gov/government/opendata/knoxville_area_transit_kat_gtfs_feed,35.906341,36.044794,-84.103075,-83.839573,2022-03-22T14:57:08+00:00,,
1122,gtfs,,TR,Kocaeli,Izmit,Kocaeli,,,,http://kocaeli.bel.tr/webfiles/userfiles/files/birimler/bilgi-islem-dairesi-baskanligi/kocaeli-gtfs.zip,,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/tr-kocaeli-kocaeli-gtfs-1122.zip?alt=media,,40.429585,41.191651,29.20751274,30.34612937,2022-03-22T14:58:38+00:00,inactive,
1123,gtfs,,PL,Mazowieckie,Łomianki,Komunikacja Miejska Łomianki,,,,https://mkuran.pl/feed/kml/kml-latest.zip,,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/pl-mazowieckie-komunikacja-miejska-lomianki-gtfs-1123.zip?alt=media,https://mkuran.pl/gtfs/,52.321374,52.3676929,20.81735907,20.910699,2022-03-22T14:58:41+00:00,,
1124,gtfs,,TH,Chiang Mai,,Lampoon Pattana Transport ,,,,https://transitfeeds.com/p/lampoon-pattana-transport/796/latest/download,,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/th-chiang-mai-lampoon-pattana-transport-gtfs-1124.zip?alt=media,,17.89,18.801641,98.604592,99.0452953,2022-03-22T14:58:44+00:00,inactive,
1125,gtfs,,FI,Pohjois-Karjala,Joensuu,POS-ELY Joensuu,,,,https://tvv.fra1.digitaloceanspaces.com/183.zip,,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/fi-pohjois-karjala-pos-ely-joensuu-gtfs-1125.zip?alt=media,https://opendata.waltti.fi/getting-started,61.8669,63.67867124,27.190477,30.936747,2022-03-22T14:58:47+00:00,inactive,
1126,gtfs,,US,Florida,,Brightline Trains LLC,,,,http://feed.gobrightline.com/bl_gtfs.zip,,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-florida-brightline-trains-llc-gtfs-1126.zip?alt=media,,25.77996826,26.71201515,-80.19564056,-80.05535889,2022-03-22T15:00:03+00:00,,
1127,gtfs,,FI,Kymenlaakso,Kotka,"KYMEN CHARTERLINE OY, Jyrkilä Oy, Kaakon Kumipyörät Oy, Liikenne Vuorela Oy, Oy Pohjolan liikenne Ab, Savonlinja Oy",,,,https://tvv.fra1.digitaloceanspaces.com/217.zip,,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/fi-kymenlaakso-kymen-charterline-oy-gtfs-1127.zip?alt=media,,60.42967865,60.82369478,26.45645282,27.84075186,2022-03-22T15:00:20+00:00,,
1128,gtfs,,FI,Kymenlaakso,Kouvola,"Tilaustaksit K. Sydänmaanlakka Ky, KYMEN CHARTERLINE OY, Kari Väisänen Ky, Matkatoimisto Matka-Majuri Ky, Linja-autoliikenne P. Puolakka Ky, Linjaliikenne Martti Laurila Oy, Oy Pohjolan Liikenne Ab, Elimäen Liikenne Oy, Anjalankosken Linja Oy",,,,https://tvv.fra1.digitaloceanspaces.com/219.zip,,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/fi-kymenlaakso-tilaustaksit-k-sydanmaanlakka-ky-gtfs-1128.zip?alt=media,,60.46284707,61.25366823,26.1709474,27.401959,2022-03-22T15:00:29+00:00,,
1129,gtfs,,FI,Päijät-Häme,Lahti,"Haarasilta Toivo Samuli, Järvisen Liikenne Oy, Koiviston Auto Oy, Lehtimäen Liikenne Oy, Bus Travel Oy Reissu Ruoti, Tilausliikenne Kuisma Ky",,,,https://tvv.fra1.digitaloceanspaces.com/223.zip,,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/fi-paijat-hame-haarasilta-toivo-samuli-gtfs-1129.zip?alt=media,,60.67725172,61.58006199,25.24928418,26.2609529,2022-03-22T15:00:39+00:00,,
1130,gtfs,,FI,Etelä-Savo,Mikkeli,Mikkeli,,,,https://tvv.fra1.digitaloceanspaces.com/227.zip,,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/fi-etela-savo-mikkeli-gtfs-1130.zip?alt=media,,61.304855,62.1599661,26.461659,28.184238,2022-03-22T15:00:46+00:00,,
1131,gtfs,,FI,Pohjanmaa,Vaasa,Invataksi Niemi Oy,,,,https://tvv.fra1.digitaloceanspaces.com/249.zip,,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/fi-pohjanmaa-invataksi-niemi-oy-gtfs-1131.zip?alt=media,,62.907248,63.30417287,21.51908047,22.37872582,2022-03-22T15:00:52+00:00,,
1132,gtfs,,NZ,Wellington,,Metlink ,,,,https://static.opendata.metlink.org.nz/v1/gtfs/full.zip,,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/nz-wellington-metlink-gtfs-1132.zip?alt=media,http://www.metlink.org.nz/customer-services/general-transit-feed-specification/,-41.34810414,-40.623161,174.7220021,175.6842552,2022-03-22T15:00:57+00:00,,
1133,gtfs,,US,California,Stockton,Altamont Corridor Express,,,,https://transitfeeds.com/p/altamont-corridor-express/823/latest/download,,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-california-altamont-corridor-express-gtfs-1133.zip?alt=media,,37.329568,37.957058,-122.007598,-121.263664,2022-03-23T18:28:32+00:00,,
1134,gtfs,,IL,,,Ministry of Transport and Road Safety ,,,,https://transitfeeds.com/p/ministry-of-transport-and-road-safety/820/latest/download,,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/il-unknown-ministry-of-transport-and-road-safety-gtfs-1134.zip?alt=media,,29.492446,33.283674,34.284672,35.839108,2022-03-23T18:30:31+00:00,,fares-v1
1135,gtfs,,ES,Bizkaia,Bilbao,Bizkaibus,,,,https://transitfeeds.com/p/bizkaibus/653/latest/download,,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/es-bizkaia-bizkaibus-gtfs-1135.zip?alt=media,,42.9891535,43.43184102,-3.438675227,-2.388267154,2022-03-23T18:30:56+00:00,,fares-v1
1136,gtfs,,FI,Kainuu,Kajaani,Kajaani,,,,https://transitfeeds.com/p/city-of-kajaani/1103/latest/download,,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/fi-kainuu-kajaani-gtfs-1136.zip?alt=media,,63.95099767,64.32823172,26.85781121,28.0382467,2022-03-23T18:30:59+00:00,inactive,
1137,gtfs,,TH,Chiang Mai,,Western Chiang Mai,,,,https://transitfeeds.com/p/coopthai-nct/799/latest/download,,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/th-chiang-mai-western-chiang-mai-gtfs-1137.zip?alt=media,,18.6505627,19.3744147,98.9841306,99.5178118,2022-03-23T18:31:02+00:00,inactive,
1138,gtfs,,IT,Piemonte,,Bus Regione Piemonte,,,,https://transitfeeds.com/p/cuneo/1191/latest/download,,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/it-piemonte-bus-regione-piemonte-gtfs-1138.zip?alt=media,,43.891129,46.41969,6.658442,9.176198,2022-03-23T18:31:14+00:00,inactive,
1139,gtfs,,DE,,,"DB, SBB, EC, ÖBB, NS, DSB, MAV, CD, PKP, RE, DPN, RZD, SWX, CFL",,,,https://transitfeeds.com/p/deutsche-bahn/837/latest/download,,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/de-unknown-db-gtfs-1139.zip?alt=media,,41.900492,56.150076,1.850178,37.579809,2022-03-23T18:31:19+00:00,inactive,
1140,gtfs,,US,Indiana,Fort Wayne,Citilink,,,,https://transitfeeds.com/p/fort-wayne-citilink/378/latest/download,,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-indiana-citilink-gtfs-1140.zip?alt=media,,41.006285,41.190369,-85.27113,-85.013817,2022-03-23T18:31:25+00:00,inactive,fares-v1
1141,gtfs,,US,Colorado,,Dolores County,,,,https://data.trilliumtransit.com/gtfs/dolorescounty-co-us/dolorescounty-co-us--flex-v2.zip,,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-colorado-dolores-county-gtfs-1141.zip?alt=media,,37.391704,37.763749,-108.905181,-107.925101,2022-04-26T01:07:51+00:00,,flex-v2
1142,gtfs,,IT,Piemonte,Turin,Gruppo Torinese Trasporti,,,,https://transitfeeds.com/p/gruppo-torinese-trasporti/51/latest/download,,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/it-piemonte-gruppo-torinese-trasporti-gtfs-1142.zip?alt=media,,44.3852,45.55424,7.19198,8.45961,2022-03-23T18:32:35+00:00,inactive,fares-v1
1143,gtfs,,US,Florida,Orlando,I-RIDE Trolley (I-RIDE),,,,https://transitfeeds.com/p/i-ride-trolley/909/latest/download,,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-florida-i-ride-trolley-i-ride-gtfs-1143.zip?alt=media,,28.386124,28.48550252,-81.489451,-81.450202,2022-03-23T18:32:37+00:00,inactive,fares-v1
1144,gtfs,,NZ,,,InterCity Group,,,,https://transitfeeds.com/p/intercity-group/744/latest/download,,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/nz-unknown-intercity-group-gtfs-1144.zip?alt=media,,-46.4118867,-34.990532,167.714045,178.020433,2022-03-23T18:32:40+00:00,inactive,
1145,gtfs,,US,Missouri,St. Louis,Madison County Transit,,,,https://transitfeeds.com/p/madison-county-transit/1146/latest/download,,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-missouri-madison-county-transit-gtfs-1145.zip?alt=media,,38.624521,38.964669,-90.280942,-89.697,2022-03-23T18:32:47+00:00,,
1146,gtfs,,AR,Córdoba,,Mar Chiquita SRL,,,,https://transitfeeds.com/p/mar-chiquita-srl/805/latest/download,,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/ar-cordoba-mar-chiquita-srl-gtfs-1146.zip?alt=media,,-31.439129,-31.300363,-64.4933,-62.091409,2022-03-23T18:32:49+00:00,inactive,fares-v1
1147,gtfs,,IT,Puglia,Molfetta,Mobilità e Trasporti Molfetta,,,,https://transitfeeds.com/p/mobilita-e-trasporti-molfetta/411/latest/download,,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/it-puglia-mobilita-e-trasporti-molfetta-gtfs-1147.zip?alt=media,,41.17243058,41.21436143,16.5415013,16.613556,2022-03-23T18:32:50+00:00,inactive,fares-v1
1148,gtfs,,US,Arizona,Flagstaff,Mountain Line,,,,https://transitfeeds.com/p/mountain-line/243/latest/download,,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-arizona-mountain-line-gtfs-1148.zip?alt=media,,35.142631,35.330199,-111.710555,-111.573353,2022-03-23T18:32:53+00:00,,
1149,gtfs,,JP,Shizuoka,Shimada,Shimada Local Voluntary Operation Bus,,,,https://transitfeeds.com/p/opentransit/588/latest/download,,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/jp-shizuoka-shimada-local-voluntary-operation-bus-gtfs-1149.zip?alt=media,,34.68244,35.0380483,138.0763843,138.237775,2022-03-23T18:32:56+00:00,inactive,
